CODE;LOCATIONNAME;PRICE;AREA;ROOMNUMBER;BATHNUMBER;STATUS;STUDIO;ISPENTHOUSE;DUPLEX;SWIMMINGPOOL;ELEVATOR
4,03952E+18;Chueca-Justicia;1413258;158;2;3;Second hand / Good state;0;0;0;0;1
1,8548E+18;Castellana;402440;61;1;1;Second hand / Good state;0;0;0;0;1
7,50876E+18;Amposta;85229;52;2;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Lucero;171823;74;1;2;Second hand / Good state;0;0;0;0;1
3,0539E+18;Casa de Campo;135200;56;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Bellas Vistas;139827;54;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Valdebernardo - Valderribas;255126;136;3;2;Second hand / Needs reformation;0;1;0;0;1
6,74574E+18;San Diego;127304;53;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Vinateros;235261;100;3;2;Second hand / Good state;0;0;0;0;1
4,64702E+18;Puerta del Angel;334967;106;4;1;Second hand / Needs reformation;0;0;0;0;1
8,96402E+18;San Diego;103996;66;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Entrevias;120198;81;2;1;Second hand / Good state;0;0;0;0;1
5,43858E+18;Vista Alegre;263404;129;3;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Castilla;552260;144;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Conde Orgaz-Piovera;303867;71;1;1;Second hand / Good state;0;0;0;1;1
3,87651E+17;Delicias;455074;124;3;2;Second hand / Good state;0;0;1;1;1
4,86139E+18;Entrevias;86380;69;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Acacias;1651221;281;4;2;Second hand / Good state;0;1;1;1;1
2,38894E+18;Alameda de Osuna;479250;96;3;2;Second hand / Good state;0;1;0;1;1
2,50485E+18;San Diego;94297;55;2;1;Second hand / Good state;0;0;0;0;0
9,68244E+16;Canillejas;200595;71;2;1;Second hand / Good state;0;0;0;0;0
2,22434E+18;Simancas;254379;49;1;1;Second hand / Unknown;0;0;0;1;1
3,90928E+18;Lucero;97682;64;3;1;Second hand / Unknown;0;0;0;0;0
6,88326E+18;Delicias;358686;67;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Lavapies-Embajadores;339772;85;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Trafalgar;843687;141;5;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Pueblo Nuevo;161120;49;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ventas;249041;73;3;1;Second hand / Good state;0;0;0;0;1
1,33313E+18;La Paz;133480;46;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Malasana-Universidad;281323;63;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Costillares;365470;107;3;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Montecarmelo;482368;120;2;2;Second hand / Unknown;0;0;0;1;1
3,69338E+18;Media Legua;218025;94;3;2;Second hand / Needs reformation;0;0;0;0;1
6,72631E+17;Malasana-Universidad;153369;34;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Portazgo;127738;70;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Berruguete;303566;95;2;1;Second hand / Needs reformation;0;0;0;0;1
5,3762E+18;Arguelles;260343;50;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Orcasitas;157125;92;3;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Lucero;196966;89;3;1;Second hand / Good state;0;0;0;0;1
9,68047E+17;Recoletos;1769825;202;5;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Aravaca;378477;109;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Goya;547099;124;3;2;Second hand / Good state;0;0;0;0;1
4,875E+18;Adelfas;661588;141;4;2;Second hand / Good state;0;0;0;1;1
9,21311E+18;Conde Orgaz-Piovera;1054563;158;4;3;Second hand / Good state;0;0;0;1;1
6,83207E+17;Lista;521695;126;2;2;Second hand / Good state;0;0;0;0;0
5,21576E+18;Opanel;218745;76;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Bernabeu-Hispanoamerica;672596;133;4;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Castellana;377305;65;2;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;San Diego;93167;59;3;1;Second hand / Needs reformation;0;0;0;0;0
5,09779E+18;Arguelles;1281393;244;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ibiza;400990;50;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Guindalera;546520;132;4;3;Second hand / Good state;0;0;0;0;1
5,60337E+18;Malasana-Universidad;299385;49;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;San Juan Bautista;1269245;252;3;2;Second hand / Good state;0;0;0;1;1
1,3549E+18;Opanel;160468;62;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Bellas Vistas;198019;51;2;1;Second hand / Good state;0;1;0;0;1
9,22337E+18;Cuzco-Castillejos;384083;69;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Goya;753181;120;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ciudad Jardin;354136;76;2;1;Second hand / Good state;0;0;0;0;1
8,14617E+18;Aluche;372145;115;4;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Imperial;173992;40;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Virgen del Cortijo - Manoteras;261814;76;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Gaztambide;777091;218;3;2;Second hand / Good state;0;0;0;0;1
3,43239E+18;Palomas;594320;133;3;2;Second hand / Good state;0;0;0;1;1
8,08755E+18;La Paz;439313;156;5;2;Second hand / Needs reformation;0;0;0;0;1
1,97614E+17;Huertas-Cortes;1439105;181;3;3;Second hand / Good state;0;1;0;0;1
3,40302E+18;Pueblo Nuevo;179831;56;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Sol;897465;163;2;2;Second hand / Good state;0;1;0;0;1
6,28042E+18;Gaztambide;606198;148;5;2;Second hand / Needs reformation;0;0;0;0;1
7,82033E+18;Malasana-Universidad;475943;104;2;1;Second hand / Good state;0;0;0;0;1
1,84707E+18;Butarque;167507;112;3;2;New development;0;0;0;1;1
5,65694E+17;Lavapies-Embajadores;289489;103;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;San Andres;65295;68;2;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;San Diego;249761;94;3;2;Second hand / Good state;0;1;0;0;1
7,43189E+18;Guindalera;186613;36;0;1;Second hand / Good state;1;0;0;0;1
9,22337E+18;12 de Octubre-Orcasur;289267;152;5;2;Second hand / Good state;0;0;0;0;1
8,37869E+17;Concepcion;286864;81;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Canillas;167094;58;3;1;Second hand / Good state;0;0;0;0;1
2,34735E+18;Lucero;189795;80;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Marroquina;128270;49;2;1;Second hand / Needs reformation;0;0;0;0;1
3,00101E+18;Palomeras Bajas;130051;73;3;1;Second hand / Good state;0;0;0;0;0
6,73889E+18;Imperial;151943;77;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Entrevias;154581;106;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Almendrales;156705;60;1;1;Second hand / Good state;0;0;0;0;1
7,20175E+18;Nuevos Ministerios-Rios Rosas;224385;42;1;1;Second hand / Good state;0;0;0;0;0
6,83309E+17;Opanel;159719;70;2;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Fuentelarreina;676806;138;3;2;New development;0;0;0;1;1
8,76641E+18;Puerta Bonita;113496;70;2;1;Second hand / Good state;0;0;0;0;1
1,64235E+18;Pinar del Rey;137586;56;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Nueva Espana;1003042;148;4;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Prosperidad;168555;30;1;1;Second hand / Good state;0;0;0;0;0
1,42666E+17;Malasana-Universidad;561647;108;3;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Diego;126356;65;3;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Berruguete;241707;76;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Lista;609093;102;3;2;Second hand / Good state;0;0;0;0;1
3,51263E+18;Apostol Santiago;126880;72;3;1;Second hand / Needs reformation;0;0;0;0;0
4,24135E+18;Goya;692787;173;5;2;Second hand / Good state;0;0;0;0;1
3,29007E+18;Lista;561189;95;2;1;Second hand / Good state;0;0;0;0;1
7,60621E+18;Ibiza;444746;61;1;1;Second hand / Good state;0;0;0;0;1
6,12179E+18;Malasana-Universidad;172818;32;1;1;Second hand / Good state;0;0;0;0;0
8,94224E+18;Quintana;203242;64;3;1;Second hand / Good state;0;0;0;0;0
7,59469E+18;Puerta del Angel;396343;96;3;2;Second hand / Good state;0;0;0;0;1
8,75852E+18;Malasana-Universidad;423854;78;2;2;Second hand / Good state;0;1;0;0;0
9,22337E+18;Malasana-Universidad;657047;132;3;2;Second hand / Good state;0;0;0;0;1
8,36305E+18;Palacio;190739;47;1;1;Second hand / Good state;0;0;0;0;0
3,93054E+18;Ciudad Jardin;267577;56;1;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;El Viso;983469;191;3;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Los Angeles;142227;88;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pacifico;436080;83;2;2;Second hand / Good state;0;0;0;1;1
4,75667E+18;Vinateros;265922;90;3;2;Second hand / Good state;0;0;0;0;1
1,72192E+18;Arapiles;437705;90;4;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Moscardo;128867;86;3;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Guindalera;622031;124;2;2;Second hand / Good state;0;1;1;0;1
6,09271E+18;Pueblo Nuevo;156639;55;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Vallehermoso;410268;71;2;1;Second hand / Good state;0;0;0;0;1
3,87864E+18;Buena Vista;122067;71;1;1;Second hand / Good state;0;1;0;0;1
6,27449E+18;Puerta del Angel;148221;55;2;1;Second hand / Good state;0;0;0;0;0
3,86677E+18;Pau de Carabanchel;168793;51;1;1;Second hand / Good state;0;0;0;1;1
6,01318E+18;Arapiles;1446598;284;7;4;Second hand / Good state;0;0;0;0;1
8,08303E+18;Vista Alegre;230139;87;3;1;Second hand / Good state;0;0;0;0;0
6,14416E+18;Recoletos;1329833;139;4;2;Second hand / Needs reformation;0;0;0;0;1
8,80506E+18;Malasana-Universidad;395157;74;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pueblo Nuevo;182779;67;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Zofio;93216;77;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Fuente del Berro;258333;55;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Delicias;435753;123;2;1;Second hand / Good state;0;0;0;1;1
8,8267E+17;Comillas;213249;85;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palomas;909946;264;6;4;Second hand / Good state;0;1;0;0;1
8,63059E+18;Cuzco-Castillejos;389956;116;3;2;Second hand / Needs reformation;0;0;0;0;1
1,46981E+17;Puerta del Angel;147200;94;3;1;Second hand / Good state;0;0;0;0;0
7,32229E+18;San Diego;154183;90;4;2;Second hand / Good state;0;0;1;0;0
8,20977E+18;Casco historico de Vallecas;172771;44;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pau de Carabanchel;292476;75;2;2;Second hand / Good state;0;0;0;1;1
4,15978E+18;Lista;422267;69;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Imperial;393445;85;2;1;Second hand / Good state;0;0;0;1;1
1,95397E+18;Aravaca;985401;272;4;3;Second hand / Good state;0;1;0;1;1
9,22337E+18;Fuente del Berro;133948;72;1;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Prosperidad;461235;105;4;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Delicias;235752;56;2;1;Second hand / Good state;0;0;0;0;1
1,3843E+18;Pueblo Nuevo;191950;85;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Sanchinarro;439550;86;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Sanchinarro;448716;103;2;2;Second hand / Good state;0;0;0;1;1
5,59692E+18;Amposta;99965;58;3;1;Second hand / Good state;0;0;0;0;0
6,13176E+18;Legazpi;445703;90;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Media Legua;138968;53;2;1;Second hand / Good state;0;0;0;0;1
3,9959E+17;Numancia;148878;69;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Trafalgar;629251;157;4;2;Second hand / Good state;0;0;0;0;1
6,88016E+18;Lavapies-Embajadores;386925;100;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ventas;170149;55;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Gaztambide;428370;58;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Legazpi;78810;19;0;1;Second hand / Needs reformation;1;0;0;0;0
9,22337E+18;Nueva Espana;1063665;184;4;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Butarque;81115;50;3;1;Second hand / Needs reformation;0;0;0;0;0
7,90751E+18;Goya;825326;116;2;2;Second hand / Unknown;0;0;0;0;1
4,72703E+18;Guindalera;389362;78;2;2;Second hand / Good state;0;1;0;0;1
7,87103E+18;Nuevos Ministerios-Rios Rosas;867521;198;4;3;Second hand / Good state;0;1;0;0;1
4,50176E+17;Arapiles;278526;54;3;1;Second hand / Good state;0;0;0;0;1
2,99777E+18;Penagrande;177211;75;3;2;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Sanchinarro;421522;94;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Ensanche de Vallecas - La Gavia;249773;111;3;2;Second hand / Good state;0;0;0;0;1
5,30016E+18;San Isidro;86615;79;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Ambroz;146162;72;2;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Valdeacederas;222451;65;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;San Diego;99677;72;2;1;Second hand / Good state;0;0;0;0;0
1,29355E+18;Almendrales;548315;215;6;4;Second hand / Needs reformation;0;0;1;0;1
9,22337E+18;Orcasitas;187177;128;4;2;Second hand / Good state;0;0;0;0;1
4,07089E+18;Almendrales;163462;71;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Goya;372151;58;2;1;Second hand / Good state;0;0;0;0;1
2,43918E+18;Cuatro Caminos;574731;128;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Buena Vista;137120;59;3;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Gaztambide;324674;41;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Palos de Moguer;386148;102;4;2;Second hand / Unknown;0;0;0;0;1
7,53984E+18;Los Carmenes;187192;59;3;1;Second hand / Good state;0;0;0;0;0
2,18597E+18;Cuzco-Castillejos;145038;73;1;1;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Palos de Moguer;341188;85;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Aluche;201220;80;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Cuatro Caminos;473685;144;5;2;Second hand / Good state;0;0;0;0;1
2,58976E+18;San Andres;118466;64;2;1;Second hand / Good state;0;0;0;0;0
5,95201E+18;Aeropuerto;154304;55;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Santa Eugenia;296077;148;4;2;Second hand / Good state;0;0;0;0;1
4,90377E+18;San Juan Bautista;399390;167;4;3;Second hand / Good state;0;1;0;0;1
5,26366E+18;Almagro;2817245;254;3;3;Second hand / Good state;0;0;0;0;1
1,29792E+18;El Viso;1987790;224;4;3;Second hand / Needs reformation;0;0;0;0;1
3,01937E+18;Lavapies-Embajadores;310295;109;4;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Aluche;172608;74;2;2;Second hand / Good state;0;0;0;0;0
7,52103E+18;Guindalera;568652;123;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Atalaya;331204;90;2;1;Second hand / Needs reformation;0;0;0;0;1
5,75519E+18;Arguelles;1311576;320;5;3;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Almagro;814560;90;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Nuevos Ministerios-Rios Rosas;573616;124;4;3;Second hand / Needs reformation;0;0;0;0;1
5,26899E+18;Conde Orgaz-Piovera;912407;197;5;3;Second hand / Good state;0;0;0;1;1
5,85913E+18;Prosperidad;511498;196;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Nino Jesus;1716376;317;4;4;Second hand / Good state;0;0;0;0;1
8,78047E+18;Los Angeles;120392;74;3;1;Second hand / Good state;0;0;0;0;0
5,05827E+18;Canillejas;148753;75;3;1;Second hand / Good state;0;0;0;0;0
2,38683E+18;Arapiles;298521;40;1;1;Second hand / Good state;0;0;0;0;1
4,5141E+18;Palomeras sureste;224539;88;2;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Concepcion;377959;85;2;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Arcos;171288;90;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Quintana;503843;145;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Pinar del Rey;136388;55;2;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Nuevos Ministerios-Rios Rosas;345123;80;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Legazpi;367687;88;3;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Cuatro Caminos;344045;96;3;1;Second hand / Good state;0;0;0;0;1
8,70854E+18;Nino Jesus;763947;138;4;2;Second hand / Needs reformation;0;0;0;1;1
9,22337E+18;Orcasitas;153673;107;3;2;Second hand / Good state;0;0;0;0;1
4,45982E+18;Lavapies-Embajadores;118455;49;2;1;Second hand / Good state;0;0;0;0;0
8,04798E+18;Aguilas;114269;52;3;1;Second hand / Good state;0;0;0;0;0
1,17465E+18;Guindalera;266558;76;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;El Viso;390878;75;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;El Viso;631970;146;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Aluche;146298;101;4;1;Second hand / Good state;0;0;1;0;0
9,22337E+18;Palomeras sureste;287413;128;3;2;Second hand / Good state;0;0;0;1;1
8,79379E+18;Recoletos;1399726;188;4;3;Second hand / Good state;0;0;0;0;1
4,07254E+17;Palacio;236537;44;1;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Palomeras Bajas;142881;73;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Arapiles;801254;123;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Penagrande;441438;126;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Casco historico de Vallecas;77756;48;2;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;Acacias;216798;59;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Alameda de Osuna;410316;126;3;2;Second hand / Good state;0;0;0;0;1
6,2138E+18;Opanel;76371;65;3;1;Second hand / Unknown;0;0;0;0;0
9,22337E+18;Pacifico;497258;109;2;2;Second hand / Good state;0;0;0;0;1
9,78432E+17;Sanchinarro;394073;76;2;2;Second hand / Good state;0;1;0;1;1
9,22337E+18;Salvador;760416;125;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Sol;441716;66;1;1;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Palomeras sureste;233050;98;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Almagro;692838;98;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;El Canaveral - Los Berrocales;272981;124;3;2;New development;0;0;0;0;1
9,22337E+18;Rosas;263151;82;3;1;Second hand / Good state;0;0;0;0;1
4,09294E+18;Comillas;100928;54;2;1;Second hand / Unknown;0;0;0;0;1
9,22337E+18;Puerta Bonita;52098;51;3;1;Second hand / Needs reformation;0;0;0;0;0
9,22337E+18;San Pascual;228518;71;2;1;Second hand / Good state;0;0;0;0;0
3,51506E+18;Vinateros;212725;94;3;1;Second hand / Needs reformation;0;0;0;0;1
7,24058E+18;La Paz;466028;153;4;2;Second hand / Good state;0;0;0;0;1
1,49471E+17;Sol;594771;94;2;2;Second hand / Good state;0;0;0;0;0
4,5045E+18;San Pascual;462767;145;1;2;Second hand / Needs reformation;0;1;0;1;1
3,75222E+18;Canillas;278906;116;3;1;Second hand / Needs reformation;0;0;0;0;1
8,10346E+18;Vista Alegre;102483;61;2;1;Second hand / Good state;0;0;0;0;0
4,10282E+18;Guindalera;551691;166;4;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Prosperidad;264750;61;2;2;Second hand / Unknown;0;1;0;0;0
9,22337E+18;Valdezarza;368883;91;2;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Goya;311284;58;2;1;Second hand / Good state;0;0;0;0;0
7,95522E+18;Malasana-Universidad;351022;62;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Aravaca;212985;73;3;1;Second hand / Good state;0;0;0;0;0
1,77329E+18;Pacifico;626917;217;8;2;Second hand / Good state;0;0;0;0;1
9,09729E+18;Casco historico de Vallecas;90611;56;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Orcasitas;138584;110;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Gaztambide;471548;105;3;2;Second hand / Needs reformation;0;0;0;0;1
6,62557E+18;Lista;414324;60;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Guindalera;746810;170;3;2;Second hand / Needs reformation;0;0;0;0;1
3,85862E+18;Vista Alegre;142759;71;2;1;Second hand / Good state;0;0;0;0;0
4,9759E+18;Opanel;177242;56;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Cuatro Caminos;207849;75;2;1;Second hand / Good state;0;1;0;0;0
9,22337E+18;Malasana-Universidad;237105;32;0;1;Second hand / Good state;1;1;0;0;1
9,22337E+18;Trafalgar;2340949;391;7;6;Second hand / Needs reformation;0;0;0;0;1
6,92541E+18;Gaztambide;650032;137;3;2;Second hand / Good state;0;0;0;0;1
9,0347E+18;Pavones;201122;89;3;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Bernabeu-Hispanoamerica;621543;72;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Campamento;100158;54;3;1;Second hand / Good state;0;0;0;0;0
2,34207E+18;Quintana;236541;75;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Jeronimos;502053;152;4;2;Second hand / Needs reformation;0;0;0;0;1
9,22337E+18;Lavapies-Embajadores;201641;38;3;1;Second hand / Needs reformation;0;0;0;0;1
3,6951E+18;Malasana-Universidad;460437;120;4;2;Second hand / Good state;0;0;0;0;1
2,22324E+18;San Diego;169690;77;2;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Chopera;223615;52;1;1;Second hand / Good state;0;1;0;0;1
9,22337E+18;Palomas;763378;130;3;2;Second hand / Good state;0;1;0;1;1
4,19132E+18;Ventilla-Almenara;319988;98;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;Butarque;178830;79;2;2;Second hand / Good state;0;0;0;0;1
4,0363E+18;San Andres;95446;70;3;1;Second hand / Good state;0;0;0;0;0
7,81338E+18;Goya;711663;134;4;3;Second hand / Needs reformation;0;0;0;0;1
4,17078E+17;Acacias;333470;91;3;1;Second hand / Good state;0;0;0;0;1
4,99155E+18;Pacifico;342332;115;4;1;Second hand / Needs reformation;0;0;0;0;1
6,95942E+18;Recoletos;473525;54;2;1;Second hand / Needs reformation;0;1;0;0;1
9,22337E+18;Aravaca;229042;126;2;1;Second hand / Needs reformation;0;1;0;0;0
5,85211E+18;Pueblo Nuevo;444302;138;4;2;Second hand / Good state;0;0;0;0;1
6,89744E+18;Chopera;156457;40;1;1;Second hand / Good state;0;0;0;0;0
3,67978E+18;Sol;589484;92;2;2;Second hand / Good state;0;0;0;0;0
9,22337E+18;Sol;231955;30;1;1;Second hand / Good state;0;1;0;0;1
9,09695E+18;Vista Alegre;147864;54;2;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Vista Alegre;104409;49;3;1;Second hand / Needs reformation;0;0;0;0;0
6,82849E+18;Pinar del Rey;144335;66;2;1;Second hand / Needs reformation;0;0;0;0;0
2,09016E+18;Buena Vista;211231;91;2;2;Second hand / Good state;0;1;1;0;1
1,70692E+18;Nueva Espana;387221;89;3;1;Second hand / Needs reformation;0;0;0;0;1
8,14912E+18;Pinar del Rey;690887;148;4;2;Second hand / Good state;0;0;0;0;1
8,99967E+18;San Diego;149417;84;3;1;Second hand / Good state;0;0;0;0;0
3,00137E+18;Chueca-Justicia;221664;38;1;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Entrevias;60983;63;2;1;Second hand / Good state;0;0;0;0;0
3,07215E+18;Almendrales;95492;60;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Cuzco-Castillejos;714536;193;5;3;Second hand / Good state;0;0;0;0;1
9,22337E+18;Ciudad Universitaria;1141149;308;6;3;Second hand / Needs reformation;0;0;0;0;1
4,78954E+18;Valdezarza;127451;47;2;1;Second hand / Good state;0;0;0;0;1
1,73658E+18;Palomeras sureste;96619;58;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Imperial;171426;40;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Lucero;129382;79;4;1;Second hand / Needs reformation;0;0;0;0;1
7,49286E+18;Arapiles;599147;102;4;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Los Carmenes;162548;59;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Almagro;507151;95;3;2;Second hand / Good state;0;0;0;0;1
9,22337E+18;San Pascual;902166;288;5;3;Second hand / Needs reformation;0;0;0;1;1
9,22337E+18;Pueblo Nuevo;190446;82;3;1;Second hand / Good state;0;0;0;0;0
2,46352E+18;Salvador;801165;181;4;2;Second hand / Good state;0;0;0;1;1
5,92383E+18;Pacifico;231050;55;2;1;Second hand / Good state;0;0;0;0;1
1,41616E+16;Sol;274765;43;1;1;Second hand / Good state;0;0;0;0;1
9,22337E+18;Concepcion;427031;121;3;2;Second hand / Good state;0;0;0;1;1
9,22337E+18;Ensanche de Vallecas - La Gavia;211248;55;1;1;Second hand / Good state;0;0;0;1;1
9,22337E+18;Prosperidad;728351;165;3;2;Second hand / Good state;0;0;0;0;1
2,07658E+18;Guindalera;315988;59;2;1;Second hand / Good state;0;0;0;0;1
4,60389E+18;Pueblo Nuevo;183579;71;2;1;Second hand / Good state;0;0;0;0;0
9,22337E+18;Guindalera;186960;41;1;1;Second hand / Needs reformation;0;0;0;0;0
2,49887E+18;Puerta Bonita;117185;75;1;1;Second hand / Good state;0;0;0;0;0
9,06114E+18;Casco historico de Vallecas;248920;139;3;2;Second hand / Good state;0;1;0;0;1
9,22337E+18;Valdezarza;6240751;1273;1;1;Second hand / Good state;0;0;0;0;0
1,26388E+18;Puerta Bonita;97940;70;3;1;Second hand / Good state;0;0;0;0;0
3,04572E+18;Bellas Vistas;369555;122;4;2;Second hand / Good state;0;0;0;0;1
1,67889E+18;Berruguete;129046;31;1;1;Second hand / Good state;0;0;0;0;0
